,5,10,15,20
282,-1.613E-12,-6.43E-12,-1.422E-11,-2.485E-11
283,-1.73E-12,-6.89E-12,-1.525E-11,-2.666E-11
284,-1.843E-12,-7.35E-12,-1.625E-11,-2.841E-11
285,-1.952E-12,-7.78E-12,-1.721E-11,-3.01E-11
286,-2.058E-12,-8.2E-12,-1.814E-11,-3.173E-11
287,-2.158E-12,-8.6E-12,-1.903E-11,-3.329E-11
288,-2.255E-12,-8.99E-12,-1.989E-11,-3.479E-11
289,-2.347E-12,-9.35E-12,-2.07E-11,-3.622E-11
290,-2.434E-12,-9.7E-12,-2.147E-11,-3.757E-11
291,-2.516E-12,-1.003E-11,-2.221E-11,-3.886E-11
292,-2.594E-12,-1.034E-11,-2.29E-11,-4.007E-11
293,-2.668E-12,-1.063E-11,-2.355E-11,-4.121E-11
294,-2.736E-12,-1.091E-11,-2.415E-11,-4.228E-11
295,-2.8E-12,-1.116E-11,-2.472E-11,-4.328E-11
296,-2.858E-12,-1.139E-11,-2.524E-11,-4.42E-11
297,-2.913E-12,-1.161E-11,-2.573E-11,-4.505E-11
298,-2.962E-12,-1.181E-11,-2.617E-11,-4.583E-11
299,-3.007E-12,-1.199E-11,-2.657E-11,-4.653E-11
300,-3.047E-12,-1.215E-11,-2.692E-11,-4.716E-11
301,-3.082E-12,-1.229E-11,-2.724E-11,-4.773E-11
302,-3.113E-12,-1.241E-11,-2.752E-11,-4.822E-11
303,-3.14E-12,-1.252E-11,-2.776E-11,-4.864E-11
304,-3.162E-12,-1.261E-11,-2.796E-11,-4.9E-11
305,-3.18E-12,-1.268E-11,-2.812E-11,-4.929E-11
306,-3.194E-12,-1.273E-11,-2.824E-11,-4.951E-11
307,-3.203E-12,-1.277E-11,-2.833E-11,-4.967E-11
308,-3.209E-12,-1.279E-11,-2.838E-11,-4.977E-11
309,-3.21E-12,-1.28E-11,-2.84E-11,-4.98E-11
310,-3.207E-12,-1.279E-11,-2.838E-11,-4.977E-11
311,-3.201E-12,-1.277E-11,-2.833E-11,-4.969E-11
312,-3.191E-12,-1.273E-11,-2.824E-11,-4.954E-11
313,-3.178E-12,-1.267E-11,-2.813E-11,-4.934E-11
314,-3.16E-12,-1.26E-11,-2.798E-11,-4.908E-11
315,-3.14E-12,-1.252E-11,-2.78E-11,-4.877E-11
316,-3.116E-12,-1.243E-11,-2.759E-11,-4.841E-11
317,-3.088E-12,-1.232E-11,-2.735E-11,-4.799E-11
318,-3.058E-12,-1.22E-11,-2.708E-11,-4.753E-11
319,-3.025E-12,-1.206E-11,-2.679E-11,-4.702E-11
320,-2.988E-12,-1.192E-11,-2.647E-11,-4.646E-11
321,-2.949E-12,-1.176E-11,-2.612E-11,-4.585E-11
322,-2.906E-12,-1.159E-11,-2.575E-11,-4.52E-11
323,-2.861E-12,-1.141E-11,-2.535E-11,-4.451E-11
324,-2.814E-12,-1.122E-11,-2.494E-11,-4.378E-11
325,-2.764E-12,-1.102E-11,-2.449E-11,-4.301E-11
